book_id,chap_num,para_num,sent_num,,token_str,term_str
4,1,2,1,4,them,them
4,1,2,1,5,observe,observe
4,1,2,1,6,and,and
4,1,2,1,7,imitate,imitate
4,1,2,1,8,their,their
4,1,2,1,9,industry,industry
4,1,2,1,10,and,and
4,1,2,1,11,thus,thus
4,1,2,1,12,rise,rise
4,1,2,1,13,to,to
4,1,2,1,14,the,the
4,1,2,1,15,instinct,instinct
4,1,2,1,16,of,of
4,1,2,1,17,beasts,beasts
4,1,2,2,0,,
4,1,2,2,1,with,with
4,1,2,2,2,this,this
4,1,2,2,3,advantage,advantage
4,1,2,2,4,that,that
4,1,2,2,5,whereas,whereas
4,1,2,2,6,every,every
4,1,2,2,7,species,species
4,1,2,2,8,of,of
4,1,2,2,9,beasts,beasts
4,1,2,2,10,is,is
4,1,2,2,11,confined,confined
4,1,2,2,12,to,to
4,1,2,2,13,one,one
4,1,2,2,14,peculiar,peculiar
4,1,2,2,15,instinct,instinct
4,1,2,2,16,man,man
4,1,2,2,17,who,who
4,1,2,2,18,perhaps,perhaps
4,1,2,2,19,has,has
4,1,2,2,20,not,not
4,1,2,2,21,any,any
4,1,2,2,22,that,that
4,1,2,2,23,particularly,particularly
4,1,2,2,24,belongs,belongs
4,1,2,2,25,to,to
4,1,2,2,26,him,him
4,1,2,2,27,appropriates,appropriates
4,1,2,2,28,to,to
4,1,2,2,29,himself,himself
4,1,2,2,30,those,those
4,1,2,2,31,of,of
4,1,2,2,32,all,all
4,1,2,2,33,other,other
4,1,2,2,34,animals,animals
4,1,2,2,35,and,and
4,1,2,2,36,lives,lives
4,1,2,2,37,equally,equally
4,1,2,2,38,upon,upon
4,1,2,2,39,most,most
4,1,2,2,40,of,of
4,1,2,2,41,the,the
4,1,2,2,42,different,different
4,1,2,2,43,aliments,aliments
4,1,2,2,44,which,which
4,1,2,2,45,they,they
4,1,2,2,46,only,only
4,1,2,2,47,divide,divide
4,1,2,2,48,among,among
4,1,2,2,49,themselves,themselves
4,1,2,3,0,,
4,1,2,3,1,a,a
4,1,2,3,2,circumstance,circumstance
4,1,2,3,3,which,which
4,1,2,3,4,qualifies,qualifies
4,1,2,3,5,him,him
4,1,2,3,6,to,to
4,1,2,3,7,find,find
4,1,2,3,8,his,his
4,1,2,3,9,subsistence,subsistence
4,1,2,3,10,with,with
4,1,2,3,11,more,more
4,1,2,3,12,ease,ease
4,1,2,3,13,than,than
4,1,2,3,14,any,any
4,1,2,3,15,of,of
4,1,2,3,16,them,them
4,1,2,4,0,,
4,1,3,0,0,Men,men
4,1,3,0,1,accustomed,accustomed
4,1,3,0,2,from,from
4,1,3,0,3,their,their
4,1,3,0,4,infancy,infancy
4,1,3,0,5,to,to
4,1,3,0,6,the,the
4,1,3,0,7,inclemency,inclemency
4,1,3,0,8,of,of
4,1,3,0,9,the,the
4,1,3,0,10,weather,weather
4,1,3,0,11,and,and
4,1,3,0,12,to,to
4,1,3,0,13,the,the
4,1,3,0,14,rigour,rigour
4,1,3,0,15,of,of
4,1,3,0,16,the,the
4,1,3,0,17,different,different
4,1,3,0,18,seasons,seasons
4,1,3,1,0,,
4,1,3,1,1,inured,inured
4,1,3,1,2,to,to
4,1,3,1,3,fatigue,fatigue
4,1,3,1,4,and,and
4,1,3,1,5,obliged,obliged
4,1,3,1,6,to,to
4,1,3,1,7,defend,defend
4,1,3,1,8,naked,naked
4,1,3,1,9,and,and
4,1,3,1,10,without,without
4,1,3,1,11,arms,arms
4,1,3,1,12,their,their
4,1,3,1,13,life,life
4,1,3,1,14,and,and
4,1,3,1,15,their,their
4,1,3,1,16,prey,prey
4,1,3,1,17,against,against
4,1,3,1,18,the,the
4,1,3,1,19,other,other
4,1,3,1,20,wild,wild
4,1,3,1,21,inhabitants,inhabitants
4,1,3,1,22,of,of
4,1,3,1,23,the,the
4,1,3,1,24,forest,forest
4,1,3,1,25,or,or
4,1,3,1,26,at,at
4,1,3,1,27,least,least
4,1,3,1,28,to,to
4,1,3,1,29,avoid,avoid
4,1,3,1,30,their,their
4,1,3,1,31,fury,fury
4,1,3,1,32,by,by
4,1,3,1,33,flight,flight
4,1,3,1,34,acquire,acquire
4,1,3,1,35,a,a
4,1,3,1,36,robust,robust
4,1,3,1,37,and,and
4,1,3,1,38,almost,almost
4,1,3,1,39,unalterable,unalterable
4,1,3,1,40,habit,habit
4,1,3,1,41,of,of
4,1,3,1,42,body,body
4,1,3,2,0,,
4,1,3,2,1,the,the
4,1,3,2,2,children,children
4,1,3,2,3,bringing,bringing
4,1,3,2,4,with,with
4,1,3,2,5,them,them
4,1,3,2,6,into,into
4,1,3,2,7,the,the
4,1,3,2,8,world,world
4,1,3,2,9,the,the
4,1,3,2,10,excellent,excellent
4,1,3,2,11,constitution,constitution
4,1,3,2,12,of,of
4,1,3,2,13,their,their
4,1,3,2,14,parents,parents
4,1,3,2,15,and,and
4,1,3,2,16,strengthening,strengthening
4,1,3,2,17,it,it
4,1,3,2,18,by,by
4,1,3,2,19,the,the
4,1,3,2,20,same,same
4,1,3,2,21,exercises,exercises
4,1,3,2,22,that,that
4,1,3,2,23,first,first
4,1,3,2,24,produced,produced
4,1,3,2,25,it,it
4,1,3,2,26,attain,attain
4,1,3,2,27,by,by
4,1,3,2,28,this,this
4,1,3,2,29,means,means
4,1,3,2,30,all,all
4,1,3,2,31,the,the
4,1,3,2,32,vigour,vigour
4,1,3,2,33,that,that
4,1,3,2,34,the,the
4,1,3,2,35,human,human
4,1,3,2,36,frame,frame
4,1,3,2,37,is,is
4,1,3,2,38,capable,capable
4,1,3,2,39,of,of
4,1,3,3,0,,
4,1,3,3,1,Nature,nature
4,1,3,3,2,treats,treats
4,1,3,3,3,them,them
4,1,3,3,4,exactly,exactly
4,1,3,3,5,in,in
4,1,3,3,6,the,the
4,1,3,3,7,same,same
4,1,3,3,8,manner,manner
4,1,3,3,9,that,that
4,1,3,3,10,Sparta,sparta
4,1,3,3,11,treated,treated
4,1,3,3,12,the,the
4,1,3,3,13,children,children
4,1,3,3,14,of,of
4,1,3,3,15,her,her
4,1,3,3,16,citizens,citizens
4,1,3,4,0,,
4,1,3,4,1,those,those
4,1,3,4,2,who,who
4,1,3,4,3,come,come
4,1,3,4,4,well,well
4,1,3,4,5,formed,formed
4,1,3,4,6,into,into
4,1,3,4,7,the,the
4,1,3,4,8,world,world
4,1,3,4,9,she,she
4,1,3,4,10,renders,renders
4,1,3,4,11,strong,strong
4,1,3,4,12,and,and
4,1,3,4,13,robust,robust
4,1,3,4,14,and,and
4,1,3,4,15,destroys,destroys
4,1,3,4,16,all,all
4,1,3,4,17,the,the
4,1,3,4,18,rest,rest
4,1,3,5,0,,
4,1,3,5,1,differing,differing
4,1,3,5,2,in,in
4,1,3,5,3,this,this
4,1,3,5,4,respect,respect
4,1,3,5,5,from,from
4,1,3,5,6,our,our
4,1,3,5,7,societies,societies
4,1,3,5,8,in,in
4,1,3,5,9,which,which
4,1,3,5,10,the,the
4,1,3,5,11,state,state
4,1,3,5,12,by,by
4,1,3,5,13,permitting,permitting
4,1,3,5,14,children,children
4,1,3,5,15,to,to
4,1,3,5,16,become,become
4,1,3,5,17,burdensome,burdensome
4,1,3,5,18,to,to
4,1,3,5,19,their,their
4,1,3,5,20,parents,parents
4,1,3,5,21,murders,murders
4,1,3,5,22,them,them
4,1,3,5,23,all,all
4,1,3,5,24,without,without
4,1,3,5,25,distinction,distinction
4,1,3,5,26,even,even
4,1,3,5,27,in,in
4,1,3,5,28,the,the
4,1,3,5,29,wombs,wombs
4,1,3,5,30,of,of
4,1,3,5,31,their,their
4,1,3,5,32,mothers,mothers
4,1,3,6,0,,
4,1,4,0,0,The,the
4,1,4,0,1,body,body
4,1,4,0,2,being,being
4,1,4,0,3,the,the
4,1,4,0,4,only,only
4,1,4,0,5,instrument,instrument
4,1,4,0,6,that,that
4,1,4,0,7,savage,savage
4,1,4,0,8,man,man
4,1,4,0,9,is,is
4,1,4,0,10,acquainted,acquainted
4,1,4,0,11,with,with
4,1,4,0,12,he,he
4,1,4,0,13,employs,employs
4,1,4,0,14,it,it
4,1,4,0,15,to,to
4,1,4,0,16,different,different
4,1,4,0,17,uses,uses
4,1,4,0,18,of,of
4,1,4,0,19,which,which
4,1,4,0,20,ours,ours
4,1,4,0,21,for,for
4,1,4,0,22,want,want
4,1,4,0,23,of,of
4,1,4,0,24,practice,practice
4,1,4,0,25,are,are
4,1,4,0,26,incapable,incapable
4,1,4,1,0,,
4,1,4,1,1,and,and
4,1,4,1,2,we,we
4,1,4,1,3,may,may
4,1,4,1,4,thank,thank
4,1,4,1,5,our,our
4,1,4,1,6,industry,industry
4,1,4,1,7,for,for
4,1,4,1,8,the,the
4,1,4,1,9,loss,loss
4,1,4,1,10,of,of
4,1,4,1,11,that,that
4,1,4,1,12,strength,strength
4,1,4,1,13,and,and
4,1,4,1,14,agility,agility
4,1,4,1,15,which,which
4,1,4,1,16,necessity,necessity
4,1,4,1,17,obliges,obliges
4,1,4,1,18,him,him
4,1,4,1,19,to,to
4,1,4,1,20,acquire,acquire
4,1,4,2,0,,
4,1,4,2,1,Had,had
4,1,4,2,2,he,he
4,1,4,2,3,a,a
4,1,4,2,4,hatchet,hatchet
4,1,4,2,5,would,would
4,1,4,2,6,his,his
4,1,4,2,7,hand,hand
4,1,4,2,8,so,so
4,1,4,2,9,easily,easily
4,1,4,2,10,snap,snap
4,1,4,2,11,off,off
4,1,4,2,12,from,from
4,1,4,2,13,an,an
4,1,4,2,14,oak,oak
4,1,4,2,15,so,so
4,1,4,2,16,stout,stout
4,1,4,2,17,a,a
4,1,4,2,18,branch,branch
4,1,4,3,0,,
4,1,4,3,1,Had,had
4,1,4,3,2,he,he
4,1,4,3,3,a,a
4,1,4,3,4,sling,sling
4,1,4,3,5,would,would
4,1,4,3,6,it,it
4,1,4,3,7,dart,dart
4,1,4,3,8,a,a
4,1,4,3,9,stone,stone
4,1,4,3,10,to,to
4,1,4,3,11,so,so
4,1,4,3,12,great,great
4,1,4,3,13,a,a
4,1,4,3,14,distance,distance
4,1,4,4,0,,
4,1,4,4,1,Had,had
4,1,4,4,2,he,he
4,1,4,4,3,a,a
4,1,4,4,4,ladder,ladder
4,1,4,4,5,would,would
4,1,4,4,6,he,he
4,1,4,4,7,run,run
4,1,4,4,8,so,so
4,1,4,4,9,nimbly,nimbly
4,1,4,4,10,up,up
4,1,4,4,11,a,a
4,1,4,4,12,tree,tree
4,1,4,5,0,,
4,1,4,5,1,Had,had
4,1,4,5,2,he,he
4,1,4,5,3,a,a
4,1,4,5,4,horse,horse
4,1,4,5,5,would,would
4,1,4,5,6,he,he
4,1,4,5,7,with,with
4,1,4,5,8,such,such
4,1,4,5,9,swiftness,swiftness
4,1,4,5,10,shoot,shoot
4,1,4,5,11,along,along
4,1,4,5,12,the,the
4,1,4,5,13,plain,plain
4,1,4,6,0,,
4,1,4,6,1,Give,give
4,1,4,6,2,civilized,civilized
4,1,4,6,3,man,man
4,1,4,6,4,but,but
4,1,4,6,5,time,time
4,1,4,6,6,to,to
4,1,4,6,7,gather,gather
4,1,4,6,8,about,about
4,1,4,6,9,him,him
4,1,4,6,10,all,all
4,1,4,6,11,his,his
4,1,4,6,12,machines,machines
4,1,4,6,13,and,and
4,1,4,6,14,no,no
4,1,4,6,15,doubt,doubt
4,1,4,6,16,he,he
4,1,4,6,17,will,will
4,1,4,6,18,be,be
4,1,4,6,19,an,an
4,1,4,6,20,overmatch,overmatch
4,1,4,6,21,for,for
4,1,4,6,22,the,the
4,1,4,6,23,savage,savage
4,1,4,7,0,,
4,1,4,7,1,but,but
4,1,4,7,2,if,if
4,1,4,7,3,you,you
4,1,4,7,4,have,have
4,1,4,7,5,a,a
4,1,4,7,6,mind,mind
4,1,4,7,7,to,to
4,1,4,7,8,see,see
4,1,4,7,9,a,a
4,1,4,7,10,contest,contest
4,1,4,7,11,still,still
4,1,4,7,12,more,more
4,1,4,7,13,unequal,unequal
4,1,4,7,14,place,place
4,1,4,7,15,them,them
4,1,4,7,16,naked,naked
4,1,4,7,17,and,and
4,1,4,7,18,unarmed,unarmed
4,1,4,7,19,one,one
4,1,4,7,20,opposite,opposite
4,1,4,7,21,to,to
4,1,4,7,22,the,the
4,1,4,7,23,other,other
4,1,4,8,0,,
4,1,4,8,1,and,and
4,1,4,8,2,you,you
4,1,4,8,3,will,will
4,1,4,8,4,soon,soon
4,1,4,8,5,discover,discover
4,1,4,8,6,the,the
4,1,4,8,7,advantage,advantage
4,1,4,8,8,there,there
4,1,4,8,9,is,is
4,1,4,8,10,in,in
4,1,4,8,11,perpetually,perpetually
4,1,4,8,12,having,having
4,1,4,8,13,all,all
4,1,4,8,14,our,our
4,1,4,8,15,forces,forces
4,1,4,8,16,at,at
4,1,4,8,17,our,our
4,1,4,8,18,disposal,disposal
4,1,4,8,19,in,in
4,1,4,8,20,being,being
4,1,4,8,21,constantly,constantly
4,1,4,8,22,prepared,prepared
4,1,4,8,23,against,against
4,1,4,8,24,all,all
4,1,4,8,25,events,events
4,1,4,8,26,and,and
4,1,4,8,27,in,in
4,1,4,8,28,always,always
4,1,4,8,29,carrying,carrying
4,1,4,8,30,ourselves,ourselves
4,1,4,8,31,as,as
4,1,4,8,32,it,it
4,1,4,8,33,were,were
4,1,4,8,34,whole,whole
4,1,4,8,35,and,and
4,1,4,8,36,entire,entire
4,1,4,8,37,about,about
4,1,4,8,38,us,us
4,1,4,9,0,,
4,1,5,0,0,Hobbes,hobbes
4,1,5,0,1,would,would
4,1,5,0,2,have,have
4,1,5,0,3,it,it
4,1,5,0,4,that,that
4,1,5,0,5,man,man
4,1,5,0,6,is,is
4,1,5,0,7,naturally,naturally
4,1,5,0,8,void,void
