book_id,chap_num,para_num,sent_num,token_num,token_str,term_str
1,2,1,0,6,and,and
1,2,1,0,7,the,the
1,2,1,0,8,only,only
1,2,1,0,9,one,one
1,2,1,0,10,that,that
1,2,1,0,11,is,is
1,2,1,0,12,natural,natural
1,2,1,0,13,is,is
1,2,1,0,14,the,the
1,2,1,0,15,family,family
1,2,1,1,0,,
1,2,1,1,1,and,and
1,2,1,1,2,even,even
1,2,1,1,3,so,so
1,2,1,1,4,the,the
1,2,1,1,5,children,children
1,2,1,1,6,remain,remain
1,2,1,1,7,attached,attached
1,2,1,1,8,to,to
1,2,1,1,9,the,the
1,2,1,1,10,father,father
1,2,1,1,11,only,only
1,2,1,1,12,so,so
1,2,1,1,13,long,long
1,2,1,1,14,as,as
1,2,1,1,15,they,they
1,2,1,1,16,need,need
1,2,1,1,17,him,him
1,2,1,1,18,for,for
1,2,1,1,19,their,their
1,2,1,1,20,preservation,preservation
1,2,1,2,0,,
1,2,1,2,1,As,as
1,2,1,2,2,soon,soon
1,2,1,2,3,as,as
1,2,1,2,4,this,this
1,2,1,2,5,need,need
1,2,1,2,6,ceases,ceases
1,2,1,2,7,the,the
1,2,1,2,8,natural,natural
1,2,1,2,9,bond,bond
1,2,1,2,10,is,is
1,2,1,2,11,dissolved,dissolved
1,2,1,3,0,,
1,2,1,3,1,The,the
1,2,1,3,2,children,children
1,2,1,3,3,released,released
1,2,1,3,4,from,from
1,2,1,3,5,the,the
1,2,1,3,6,obedience,obedience
1,2,1,3,7,they,they
1,2,1,3,8,owed,owed
1,2,1,3,9,to,to
1,2,1,3,10,the,the
1,2,1,3,11,father,father
1,2,1,3,12,and,and
1,2,1,3,13,the,the
1,2,1,3,14,father,father
1,2,1,3,15,released,released
1,2,1,3,16,from,from
1,2,1,3,17,the,the
1,2,1,3,18,care,care
1,2,1,3,19,he,he
1,2,1,3,20,owed,owed
1,2,1,3,21,his,his
1,2,1,3,22,children,children
1,2,1,3,23,return,return
1,2,1,3,24,equally,equally
1,2,1,3,25,to,to
1,2,1,3,26,independence,independence
1,2,1,4,0,,
1,2,1,4,1,If,if
1,2,1,4,2,they,they
1,2,1,4,3,remain,remain
1,2,1,4,4,united,united
1,2,1,4,5,they,they
1,2,1,4,6,continue,continue
1,2,1,4,7,so,so
1,2,1,4,8,no,no
1,2,1,4,9,longer,longer
1,2,1,4,10,naturally,naturally
1,2,1,4,11,but,but
1,2,1,4,12,voluntarily,voluntarily
1,2,1,5,0,,
1,2,1,5,1,and,and
1,2,1,5,2,the,the
1,2,1,5,3,family,family
1,2,1,5,4,itself,itself
1,2,1,5,5,is,is
1,2,1,5,6,then,then
1,2,1,5,7,maintained,maintained
1,2,1,5,8,only,only
1,2,1,5,9,by,by
1,2,1,5,10,convention,convention
1,2,1,6,0,,
1,2,2,0,0,This,this
1,2,2,0,1,common,common
1,2,2,0,2,liberty,liberty
1,2,2,0,3,results,results
1,2,2,0,4,from,from
1,2,2,0,5,the,the
1,2,2,0,6,nature,nature
1,2,2,0,7,of,of
1,2,2,0,8,man,man
1,2,2,1,0,,
1,2,2,1,1,His,his
1,2,2,1,2,first,first
1,2,2,1,3,law,law
1,2,2,1,4,is,is
1,2,2,1,5,to,to
1,2,2,1,6,provide,provide
1,2,2,1,7,for,for
1,2,2,1,8,his,his
1,2,2,1,9,own,own
1,2,2,1,10,preservation,preservation
1,2,2,1,11,his,his
1,2,2,1,12,first,first
1,2,2,1,13,cares,cares
1,2,2,1,14,are,are
1,2,2,1,15,those,those
1,2,2,1,16,which,which
1,2,2,1,17,he,he
1,2,2,1,18,owes,owes
1,2,2,1,19,to,to
1,2,2,1,20,himself,himself
1,2,2,2,0,,
1,2,2,2,1,and,and
1,2,2,2,2,as,as
1,2,2,2,3,soon,soon
1,2,2,2,4,as,as
1,2,2,2,5,he,he
1,2,2,2,6,reaches,reaches
1,2,2,2,7,years,years
1,2,2,2,8,of,of
1,2,2,2,9,discretion,discretion
1,2,2,2,10,he,he
1,2,2,2,11,is,is
1,2,2,2,12,the,the
1,2,2,2,13,sole,sole
1,2,2,2,14,judge,judge
1,2,2,2,15,of,of
1,2,2,2,16,the,the
1,2,2,2,17,proper,proper
1,2,2,2,18,means,means
1,2,2,2,19,of,of
1,2,2,2,20,preserving,preserving
1,2,2,2,21,himself,himself
1,2,2,2,22,and,and
1,2,2,2,23,consequently,consequently
1,2,2,2,24,becomes,becomes
1,2,2,2,25,his,his
1,2,2,2,26,own,own
1,2,2,2,27,master,master
1,2,2,3,0,,
1,2,3,0,0,The,the
1,2,3,0,1,family,family
1,2,3,0,2,then,then
1,2,3,0,3,may,may
1,2,3,0,4,be,be
1,2,3,0,5,called,called
1,2,3,0,6,the,the
1,2,3,0,7,first,first
1,2,3,0,8,model,model
1,2,3,0,9,of,of
1,2,3,0,10,political,political
1,2,3,0,11,societies,societies
1,2,3,1,0,,
1,2,3,1,1,the,the
1,2,3,1,2,ruler,ruler
1,2,3,1,3,corresponds,corresponds
1,2,3,1,4,to,to
1,2,3,1,5,the,the
1,2,3,1,6,father,father
1,2,3,1,7,and,and
1,2,3,1,8,the,the
1,2,3,1,9,people,people
1,2,3,1,10,to,to
1,2,3,1,11,the,the
1,2,3,1,12,children,children
1,2,3,2,0,,
1,2,3,2,1,and,and
1,2,3,2,2,all,all
1,2,3,2,3,being,being
1,2,3,2,4,born,born
1,2,3,2,5,free,free
1,2,3,2,6,and,and
1,2,3,2,7,equal,equal
1,2,3,2,8,alienate,alienate
1,2,3,2,9,their,their
1,2,3,2,10,liberty,liberty
1,2,3,2,11,only,only
1,2,3,2,12,for,for
1,2,3,2,13,their,their
1,2,3,2,14,own,own
1,2,3,2,15,advantage,advantage
1,2,3,3,0,,
1,2,3,3,1,The,the
1,2,3,3,2,whole,whole
1,2,3,3,3,difference,difference
1,2,3,3,4,is,is
1,2,3,3,5,that,that
1,2,3,3,6,in,in
1,2,3,3,7,the,the
1,2,3,3,8,family,family
1,2,3,3,9,the,the
1,2,3,3,10,love,love
1,2,3,3,11,of,of
1,2,3,3,12,the,the
1,2,3,3,13,father,father
1,2,3,3,14,for,for
1,2,3,3,15,his,his
1,2,3,3,16,children,children
1,2,3,3,17,repays,repays
1,2,3,3,18,him,him
1,2,3,3,19,for,for
1,2,3,3,20,the,the
1,2,3,3,21,care,care
1,2,3,3,22,he,he
1,2,3,3,23,takes,takes
1,2,3,3,24,of,of
1,2,3,3,25,them,them
1,2,3,3,26,while,while
1,2,3,3,27,in,in
1,2,3,3,28,the,the
1,2,3,3,29,State,state
1,2,3,3,30,the,the
1,2,3,3,31,pleasure,pleasure
1,2,3,3,32,of,of
1,2,3,3,33,commanding,commanding
1,2,3,3,34,takes,takes
1,2,3,3,35,the,the
1,2,3,3,36,place,place
1,2,3,3,37,of,of
1,2,3,3,38,the,the
1,2,3,3,39,love,love
1,2,3,3,40,which,which
1,2,3,3,41,the,the
1,2,3,3,42,chief,chief
1,2,3,3,43,cannot,cannot
1,2,3,3,44,have,have
1,2,3,3,45,for,for
1,2,3,3,46,the,the
1,2,3,3,47,peoples,peoples
1,2,3,3,48,under,under
1,2,3,3,49,him,him
1,2,3,4,0,,
1,2,4,0,0,Grotius,grotius
1,2,4,0,1,denies,denies
1,2,4,0,2,that,that
1,2,4,0,3,all,all
1,2,4,0,4,human,human
1,2,4,0,5,power,power
1,2,4,0,6,is,is
1,2,4,0,7,established,established
1,2,4,0,8,in,in
1,2,4,0,9,favour,favour
1,2,4,0,10,of,of
1,2,4,0,11,the,the
1,2,4,0,12,governed,governed
1,2,4,0,13,and,and
1,2,4,0,14,quotes,quotes
1,2,4,0,15,slavery,slavery
1,2,4,0,16,as,as
1,2,4,0,17,an,an
1,2,4,0,18,example,example
1,2,4,1,0,,
1,2,4,1,1,His,his
1,2,4,1,2,usual,usual
1,2,4,1,3,method,method
1,2,4,1,4,of,of
1,2,4,1,5,reasoning,reasoning
1,2,4,1,6,is,is
1,2,4,1,7,constantly,constantly
1,2,4,1,8,to,to
1,2,4,1,9,establish,establish
1,2,4,1,10,right,right
1,2,4,1,11,by,by
1,2,4,1,12,fact,fact
1,2,4,2,0,[1],[1]
1,2,4,2,1,It,it
1,2,4,2,2,would,would
1,2,4,2,3,be,be
1,2,4,2,4,possible,possible
1,2,4,2,5,to,to
1,2,4,2,6,employ,employ
1,2,4,2,7,a,a
1,2,4,2,8,more,more
1,2,4,2,9,logical,logical
1,2,4,2,10,method,method
1,2,4,2,11,but,but
1,2,4,2,12,none,none
1,2,4,2,13,could,could
1,2,4,2,14,be,be
1,2,4,2,15,more,more
1,2,4,2,16,favourable,favourable
1,2,4,2,17,to,to
1,2,4,2,18,tyrants,tyrants
1,2,4,3,0,,
1,2,5,0,0,It,it
1,2,5,0,1,is,is
1,2,5,0,2,then,then
1,2,5,0,3,according,according
1,2,5,0,4,to,to
1,2,5,0,5,Grotius,grotius
1,2,5,0,6,doubtful,doubtful
1,2,5,0,7,whether,whether
1,2,5,0,8,the,the
1,2,5,0,9,human,human
1,2,5,0,10,race,race
1,2,5,0,11,belongs,belongs
1,2,5,0,12,to,to
1,2,5,0,13,a,a
1,2,5,0,14,hundred,hundred
1,2,5,0,15,men,men
1,2,5,0,16,or,or
1,2,5,0,17,that,that
1,2,5,0,18,hundred,hundred
1,2,5,0,19,men,men
1,2,5,0,20,to,to
1,2,5,0,21,the,the
1,2,5,0,22,human,human
1,2,5,0,23,race,race
1,2,5,1,0,,
1,2,5,1,1,and,and
1,2,5,1,2,throughout,throughout
1,2,5,1,3,his,his
1,2,5,1,4,book,book
1,2,5,1,5,he,he
1,2,5,1,6,seems,seems
1,2,5,1,7,to,to
1,2,5,1,8,incline,incline
1,2,5,1,9,to,to
1,2,5,1,10,the,the
1,2,5,1,11,former,former
1,2,5,1,12,alternative,alternative
1,2,5,1,13,which,which
1,2,5,1,14,is,is
1,2,5,1,15,also,also
1,2,5,1,16,the,the
1,2,5,1,17,view,view
1,2,5,1,18,of,of
1,2,5,1,19,Hobbes,hobbes
1,2,5,2,0,,
1,2,5,2,1,On,on
1,2,5,2,2,this,this
1,2,5,2,3,showing,showing
1,2,5,2,4,the,the
1,2,5,2,5,human,human
1,2,5,2,6,species,species
1,2,5,2,7,is,is
1,2,5,2,8,divided,divided
1,2,5,2,9,into,into
1,2,5,2,10,so,so
1,2,5,2,11,many,many
1,2,5,2,12,herds,herds
1,2,5,2,13,of,of
1,2,5,2,14,cattle,cattle
1,2,5,2,15,each,each
1,2,5,2,16,with,with
1,2,5,2,17,its,its
1,2,5,2,18,ruler,ruler
1,2,5,2,19,who,who
1,2,5,2,20,keeps,keeps
1,2,5,2,21,guard,guard
1,2,5,2,22,over,over
1,2,5,2,23,them,them
1,2,5,2,24,for,for
1,2,5,2,25,the,the
1,2,5,2,26,purpose,purpose
1,2,5,2,27,of,of
1,2,5,2,28,devouring,devouring
1,2,5,2,29,them,them
1,2,5,3,0,,
1,2,6,0,0,As,as
1,2,6,0,1,a,a
1,2,6,0,2,shepherd,shepherd
1,2,6,0,3,is,is
1,2,6,0,4,of,of
1,2,6,0,5,a,a
1,2,6,0,6,nature,nature
1,2,6,0,7,superior,superior
1,2,6,0,8,to,to
1,2,6,0,9,that,that
1,2,6,0,10,of,of
1,2,6,0,11,his,his
1,2,6,0,12,flock,flock
1,2,6,0,13,the,the
1,2,6,0,14,shepherds,shepherds
1,2,6,0,15,of,of
1,2,6,0,16,men,men
1,2,6,0,17,i,i
1,2,6,1,0,e,e
1,2,6,2,0,,
1,2,6,2,1,their,their
1,2,6,2,2,rulers,rulers
1,2,6,2,3,are,are
1,2,6,2,4,of,of
1,2,6,2,5,a,a
1,2,6,2,6,nature,nature
1,2,6,2,7,superior,superior
1,2,6,2,8,to,to
1,2,6,2,9,that,that
1,2,6,2,10,of,of
1,2,6,2,11,the,the
1,2,6,2,12,peoples,peoples
1,2,6,2,13,under,under
1,2,6,2,14,them,them
1,2,6,3,0,,
1,2,6,3,1,Thus,thus
1,2,6,3,2,Philo,philo
1,2,6,3,3,tells,tells
1,2,6,3,4,us,us
1,2,6,3,5,the,the
1,2,6,3,6,Emperor,emperor
1,2,6,3,7,Caligula,caligula
1,2,6,3,8,reasoned,reasoned
1,2,6,3,9,concluding,concluding
1,2,6,3,10,equally,equally
1,2,6,3,11,well,well
1,2,6,3,12,either,either
1,2,6,3,13,that,that
1,2,6,3,14,kings,kings
1,2,6,3,15,were,were
1,2,6,3,16,gods,gods
1,2,6,3,17,or,or
1,2,6,3,18,that,that
1,2,6,3,19,men,men
1,2,6,3,20,were,were
1,2,6,3,21,beasts,beasts
1,2,6,4,0,,
1,2,7,0,0,The,the
1,2,7,0,1,reasoning,reasoning
1,2,7,0,2,of,of
1,2,7,0,3,Caligula,caligula
1,2,7,0,4,agrees,agrees
1,2,7,0,5,with,with
1,2,7,0,6,that,that
1,2,7,0,7,of,of
1,2,7,0,8,Hobbes,hobbes
1,2,7,0,9,and,and
1,2,7,0,10,Grotius,grotius
1,2,7,1,0,,
1,2,7,1,1,Aristotle,aristotle
1,2,7,1,2,before,before
1,2,7,1,3,any,any
1,2,7,1,4,of,of
1,2,7,1,5,them,them
1,2,7,1,6,had,had
1,2,7,1,7,said,said
1,2,7,1,8,that,that
1,2,7,1,9,men,men
1,2,7,1,10,are,are
1,2,7,1,11,by,by
1,2,7,1,12,no,no
1,2,7,1,13,means,means
1,2,7,1,14,equal,equal
1,2,7,1,15,naturally,naturally
1,2,7,1,16,but,but
1,2,7,1,17,that,that
1,2,7,1,18,some,some
1,2,7,1,19,are,are
1,2,7,1,20,born,born
1,2,7,1,21,for,for
1,2,7,1,22,slavery,slavery
1,2,7,1,23,and,and
1,2,7,1,24,others,others
1,2,7,1,25,for,for
1,2,7,1,26,dominion,dominion
1,2,7,2,0,,
1,2,8,0,0,Aristotle,aristotle
1,2,8,0,1,was,was
1,2,8,0,2,right,right
1,2,8,1,0,,
1,2,8,1,1,but,but
1,2,8,1,2,he,he
1,2,8,1,3,took,took
1,2,8,1,4,the,the
1,2,8,1,5,effect,effect
1,2,8,1,6,for,for
1,2,8,1,7,the,the
1,2,8,1,8,cause,cause
1,2,8,2,0,,
1,2,8,2,1,Nothing,nothing
1,2,8,2,2,can,can
1,2,8,2,3,be,be
1,2,8,2,4,more,more
1,2,8,2,5,certain,certain
1,2,8,2,6,than,than
1,2,8,2,7,that,that
1,2,8,2,8,every,every
1,2,8,2,9,man,man
1,2,8,2,10,born,born
1,2,8,2,11,in,in
1,2,8,2,12,slavery,slavery
1,2,8,2,13,is,is
1,2,8,2,14,born,born
1,2,8,2,15,for,for
1,2,8,2,16,slavery,slavery
1,2,8,3,0,,
1,2,8,3,1,Slaves,slaves
1,2,8,3,2,lose,lose
1,2,8,3,3,everything,everything
1,2,8,3,4,in,in
1,2,8,3,5,their,their
1,2,8,3,6,chains,chains
1,2,8,3,7,even,even
1,2,8,3,8,the,the
1,2,8,3,9,desire,desire
1,2,8,3,10,of,of
1,2,8,3,11,escaping,escaping
1,2,8,3,12,from,from
1,2,8,3,13,them,them
1,2,8,4,0,,
1,2,8,4,1,they,they
1,2,8,4,2,love,love
1,2,8,4,3,their,their
1,2,8,4,4,servitude,servitude
1,2,8,4,5,as,as
1,2,8,4,6,the,the
1,2,8,4,7,comrades,comrades
1,2,8,4,8,of,of
1,2,8,4,9,Ulysses,ulysses
1,2,8,4,10,loved,loved
1,2,8,4,11,their,their
1,2,8,4,12,brutish,brutish
1,2,8,4,13,condition,condition
1,2,8,5,0,[2],[2]
1,2,8,5,1,If,if
1,2,8,5,2,then,then
1,2,8,5,3,there,there
1,2,8,5,4,are,are
1,2,8,5,5,slaves,slaves
1,2,8,5,6,by,by
1,2,8,5,7,nature,nature
1,2,8,5,8,it,it
1,2,8,5,9,is,is
1,2,8,5,10,because,because
1,2,8,5,11,there,there
1,2,8,5,12,have,have
1,2,8,5,13,been,been
1,2,8,5,14,slaves,slaves
1,2,8,5,15,against,against
1,2,8,5,16,nature,nature
1,2,8,6,0,,
1,2,8,6,1,Force,force
1,2,8,6,2,made,made
1,2,8,6,3,the,the
1,2,8,6,4,first,first
1,2,8,6,5,slaves,slaves
1,2,8,6,6,and,and
1,2,8,6,7,their,their
1,2,8,6,8,cowardice,cowardice
1,2,8,6,9,perpetuated,perpetuated
1,2,8,6,10,the,the
1,2,8,6,11,condition,condition
1,2,8,7,0,,
1,2,9,0,0,I,i
1,2,9,0,1,have,have
1,2,9,0,2,said,said
1,2,9,0,3,nothing,nothing
1,2,9,0,4,of,of
1,2,9,0,5,King,king
1,2,9,0,6,Adam,adam
1,2,9,0,7,or,or
1,2,9,0,8,Emperor,emperor
1,2,9,0,9,Noah,noah
1,2,9,0,10,father,father
1,2,9,0,11,of,of
1,2,9,0,12,the,the
1,2,9,0,13,three,three
1,2,9,0,14,great,great
1,2,9,0,15,monarchs,monarchs
1,2,9,0,16,who,who
1,2,9,0,17,shared,shared
1,2,9,0,18,out,out
1,2,9,0,19,the,the
1,2,9,0,20,universe,universe
1,2,9,0,21,like,like
1,2,9,0,22,the,the
1,2,9,0,23,children,children
1,2,9,0,24,of,of
1,2,9,0,25,Saturn,saturn
1,2,9,0,26,whom,whom
1,2,9,0,27,some,some
1,2,9,0,28,scholars,scholars
1,2,9,0,29,have,have
1,2,9,0,30,recognised,recognised
1,2,9,0,31,in,in
1,2,9,0,32,them,them
1,2,9,1,0,,
1,2,9,1,1,I,i
1,2,9,1,2,trust,trust
1,2,9,1,3,to,to
1,2,9,1,4,getting,getting
1,2,9,1,5,due,due
1,2,9,1,6,thanks,thanks
1,2,9,1,7,for,for
1,2,9,1,8,my,my
1,2,9,1,9,moderation,moderation
1,2,9,2,0,,
1,2,9,2,1,for,for
1,2,9,2,2,being,being
1,2,9,2,3,a,a
1,2,9,2,4,direct,direct
1,2,9,2,5,descendant,descendant
1,2,9,2,6,of,of
1,2,9,2,7,one,one
1,2,9,2,8,of,of
1,2,9,2,9,these,these
1,2,9,2,10,princes,princes
1,2,9,2,11,perhaps,perhaps
1,2,9,2,12,of,of
1,2,9,2,13,the,the
1,2,9,2,14,eldest,eldest
1,2,9,2,15,branch,branch
1,2,9,2,16,how,how
1,2,9,2,17,do,do
1,2,9,2,18,I,i
1,2,9,2,19,know,know
1,2,9,2,20,that,that
1,2,9,2,21,a,a
1,2,9,2,22,verification,verification
1,2,9,2,23,of,of
1,2,9,2,24,titles,titles
1,2,9,2,25,might,might
1,2,9,2,26,not,not
1,2,9,2,27,leave,leave
1,2,9,2,28,me,me
1,2,9,2,29,the,the
1,2,9,2,30,legitimate,legitimate
1,2,9,2,31,king,king
1,2,9,2,32,of,of
1,2,9,2,33,the,the
1,2,9,2,34,human,human
1,2,9,2,35,race,race
1,2,9,3,0,,
1,2,9,3,1,In,in
1,2,9,3,2,any,any
1,2,9,3,3,case,case
1,2,9,3,4,there,there
1,2,9,3,5,can,can
1,2,9,3,6,be,be
1,2,9,3,7,no,no
1,2,9,3,8,doubt,doubt
1,2,9,3,9,that,that
1,2,9,3,10,Adam,adam
1,2,9,3,11,was,was
1,2,9,3,12,sovereign,sovereign
1,2,9,3,13,of,of
1,2,9,3,14,the,the
1,2,9,3,15,world,world
1,2,9,3,16,as,as
1,2,9,3,17,Robinson,robinson
1,2,9,3,18,Crusoe,crusoe
1,2,9,3,19,was,was
1,2,9,3,20,of,of
1,2,9,3,21,his,his
1,2,9,3,22,island,island
1,2,9,3,23,as,as
1,2,9,3,24,long,long
1,2,9,3,25,as,as
1,2,9,3,26,he,he
1,2,9,3,27,was,was
1,2,9,3,28,its,its
1,2,9,3,29,only,only
1,2,9,3,30,inhabitant,inhabitant
1,2,9,4,0,,
1,2,9,4,1,and,and
1,2,9,4,2,this,this
1,2,9,4,3,empire,empire
1,2,9,4,4,had,had
1,2,9,4,5,the,the
1,2,9,4,6,advantage,advantage
1,2,9,4,7,that,that
1,2,9,4,8,the,the
1,2,9,4,9,monarch,monarch
1,2,9,4,10,safe,safe
1,2,9,4,11,on,on
1,2,9,4,12,his,his
1,2,9,4,13,throne,throne
1,2,9,4,14,had,had
1,2,9,4,15,no,no
1,2,9,4,16,rebellions,rebellions
1,2,9,4,17,wars,wars
1,2,9,4,18,or,or
1,2,9,4,19,conspirators,conspirators
1,2,9,4,20,to,to
1,2,9,4,21,fear,fear
1,2,9,5,0,,
1,2,10,0,0,[1],[1]
1,2,10,0,1,"""Learned","""learned"
1,2,10,0,2,inquiries,inquiries
1,2,10,0,3,into,into
1,2,10,0,4,public,public
1,2,10,0,5,right,right
1,2,10,0,6,are,are
1,2,10,0,7,often,often
1,2,10,0,8,only,only
1,2,10,0,9,the,the
1,2,10,0,10,history,history
1,2,10,0,11,of,of
1,2,10,0,12,past,past
1,2,10,0,13,abuses,abuses
1,2,10,1,0,,
1,2,10,1,1,and,and
1,2,10,1,2,troubling,troubling
1,2,10,1,3,to,to
1,2,10,1,4,study,study
1,2,10,1,5,them,them
1,2,10,1,6,too,too
1,2,10,1,7,deeply,deeply
1,2,10,1,8,is,is
1,2,10,1,9,a,a
1,2,10,1,10,profitless,profitless
1,2,10,1,11,"infatuation""","infatuation"""
1,2,10,1,12,(Essay,(essay
1,2,10,1,13,on,on
1,2,10,1,14,the,the
1,2,10,1,15,Interests,interests
1,2,10,1,16,of,of
1,2,10,1,17,France,france
1,2,10,1,18,in,in
1,2,10,1,19,Relation,relation
1,2,10,1,20,to,to
1,2,10,1,21,its,its
1,2,10,1,22,Neighbours,neighbours
1,2,10,1,23,by,by
1,2,10,1,24,the,the
1,2,10,1,25,Marquis,marquis
1,2,10,1,26,d,d
1,2,10,1,27,Argenson),argenson)
1,2,10,2,0,,
1,2,10,2,1,This,this
1,2,10,2,2,is,is
1,2,10,2,3,exactly,exactly
1,2,10,2,4,what,what
1,2,10,2,5,Grotius,grotius
1,2,10,2,6,has,has
1,2,10,2,7,done,done
1,2,10,3,0,,
1,2,11,0,0,[2],[2]
1,2,11,0,1,See,see
1,2,11,0,2,a,a
