book_id,chap_num,para_num,sent_num,,token_str,term_str
6,1,6,5,23,for,for
6,1,6,5,24,are,are
6,1,6,5,25,PARTICULAR,particular
6,1,6,6,0,],]
6,1,7,0,0,4,4
6,1,7,1,0,,
6,1,7,1,1,To,to
6,1,7,1,2,make,make
6,1,7,1,3,them,them
6,1,7,1,4,signify,signify
6,1,7,1,5,the,the
6,1,7,1,6,absence,absence
6,1,7,1,7,of,of
6,1,7,1,8,positive,positive
6,1,7,1,9,Ideas,ideas
6,1,7,2,0,,
6,1,8,0,0,Besides,besides
6,1,8,0,1,these,these
6,1,8,0,2,names,names
6,1,8,0,3,which,which
6,1,8,0,4,stand,stand
6,1,8,0,5,for,for
6,1,8,0,6,ideas,ideas
6,1,8,0,7,there,there
6,1,8,0,8,be,be
6,1,8,0,9,other,other
6,1,8,0,10,words,words
6,1,8,0,11,which,which
6,1,8,0,12,men,men
6,1,8,0,13,make,make
6,1,8,0,14,use,use
6,1,8,0,15,of,of
6,1,8,0,16,not,not
6,1,8,0,17,to,to
6,1,8,0,18,signify,signify
6,1,8,0,19,any,any
6,1,8,0,20,idea,idea
6,1,8,0,21,but,but
6,1,8,0,22,the,the
6,1,8,0,23,want,want
6,1,8,0,24,or,or
6,1,8,0,25,absence,absence
6,1,8,0,26,of,of
6,1,8,0,27,some,some
6,1,8,0,28,ideas,ideas
6,1,8,0,29,simple,simple
6,1,8,0,30,or,or
6,1,8,0,31,complex,complex
6,1,8,0,32,or,or
6,1,8,0,33,all,all
6,1,8,0,34,ideas,ideas
6,1,8,0,35,together,together
6,1,8,1,0,,
6,1,8,1,1,such,such
6,1,8,1,2,as,as
6,1,8,1,3,are,are
6,1,8,1,4,NIHIL,nihil
6,1,8,1,5,in,in
6,1,8,1,6,Latin,latin
6,1,8,1,7,and,and
6,1,8,1,8,in,in
6,1,8,1,9,English,english
6,1,8,1,10,IGNORANCE,ignorance
6,1,8,1,11,and,and
6,1,8,1,12,BARRENNESS,barrenness
6,1,8,2,0,,
6,1,8,2,1,All,all
6,1,8,2,2,which,which
6,1,8,2,3,negative,negative
6,1,8,2,4,or,or
6,1,8,2,5,privative,privative
6,1,8,2,6,words,words
6,1,8,2,7,cannot,cannot
6,1,8,2,8,be,be
6,1,8,2,9,said,said
6,1,8,2,10,properly,properly
6,1,8,2,11,to,to
6,1,8,2,12,belong,belong
6,1,8,2,13,to,to
6,1,8,2,14,or,or
6,1,8,2,15,signify,signify
6,1,8,2,16,no,no
6,1,8,2,17,ideas,ideas
6,1,8,3,0,,
6,1,8,3,1,for,for
6,1,8,3,2,then,then
6,1,8,3,3,they,they
6,1,8,3,4,would,would
6,1,8,3,5,be,be
6,1,8,3,6,perfectly,perfectly
6,1,8,3,7,insignificant,insignificant
6,1,8,3,8,sounds,sounds
6,1,8,4,0,,
6,1,8,4,1,but,but
6,1,8,4,2,they,they
6,1,8,4,3,relate,relate
6,1,8,4,4,to,to
6,1,8,4,5,positive,positive
6,1,8,4,6,ideas,ideas
6,1,8,4,7,and,and
6,1,8,4,8,signify,signify
6,1,8,4,9,their,their
6,1,8,4,10,absence,absence
6,1,8,5,0,,
6,1,9,0,0,5,5
6,1,9,1,0,,
6,1,9,1,1,Words,words
6,1,9,1,2,ultimately,ultimately
6,1,9,1,3,derived,derived
6,1,9,1,4,from,from
6,1,9,1,5,such,such
6,1,9,1,6,as,as
6,1,9,1,7,signify,signify
6,1,9,1,8,sensible,sensible
6,1,9,1,9,Ideas,ideas
6,1,9,2,0,,
6,1,10,0,0,It,it
6,1,10,0,1,may,may
6,1,10,0,2,also,also
6,1,10,0,3,lead,lead
6,1,10,0,4,us,us
6,1,10,0,5,a,a
6,1,10,0,6,little,little
6,1,10,0,7,towards,towards
6,1,10,0,8,the,the
6,1,10,0,9,original,original
6,1,10,0,10,of,of
6,1,10,0,11,all,all
6,1,10,0,12,our,our
6,1,10,0,13,notions,notions
6,1,10,0,14,and,and
6,1,10,0,15,knowledge,knowledge
6,1,10,0,16,if,if
6,1,10,0,17,we,we
6,1,10,0,18,remark,remark
6,1,10,0,19,how,how
6,1,10,0,20,great,great
6,1,10,0,21,a,a
6,1,10,0,22,dependence,dependence
6,1,10,0,23,our,our
6,1,10,0,24,words,words
6,1,10,0,25,have,have
6,1,10,0,26,on,on
6,1,10,0,27,common,common
6,1,10,0,28,sensible,sensible
6,1,10,0,29,ideas,ideas
6,1,10,1,0,,
6,1,10,1,1,and,and
6,1,10,1,2,how,how
6,1,10,1,3,those,those
6,1,10,1,4,which,which
6,1,10,1,5,are,are
6,1,10,1,6,made,made
6,1,10,1,7,use,use
6,1,10,1,8,of,of
6,1,10,1,9,to,to
6,1,10,1,10,stand,stand
6,1,10,1,11,for,for
6,1,10,1,12,actions,actions
6,1,10,1,13,and,and
6,1,10,1,14,notions,notions
6,1,10,1,15,quite,quite
6,1,10,1,16,removed,removed
6,1,10,1,17,from,from
6,1,10,1,18,sense,sense
6,1,10,1,19,have,have
6,1,10,1,20,their,their
6,1,10,1,21,rise,rise
6,1,10,1,22,from,from
6,1,10,1,23,thence,thence
6,1,10,1,24,and,and
6,1,10,1,25,from,from
6,1,10,1,26,obvious,obvious
6,1,10,1,27,sensible,sensible
6,1,10,1,28,ideas,ideas
6,1,10,1,29,are,are
6,1,10,1,30,transferred,transferred
6,1,10,1,31,to,to
6,1,10,1,32,more,more
6,1,10,1,33,abstruse,abstruse
6,1,10,1,34,significations,significations
6,1,10,1,35,and,and
6,1,10,1,36,made,made
6,1,10,1,37,to,to
6,1,10,1,38,stand,stand
6,1,10,1,39,for,for
6,1,10,1,40,ideas,ideas
6,1,10,1,41,that,that
6,1,10,1,42,come,come
6,1,10,1,43,not,not
6,1,10,1,44,under,under
6,1,10,1,45,the,the
6,1,10,1,46,cognizance,cognizance
6,1,10,1,47,of,of
6,1,10,1,48,our,our
6,1,10,1,49,senses,senses
6,1,10,2,0,,
6,1,10,2,1,v,v
6,1,10,3,0,g,g
6,1,10,4,0,,
6,1,10,4,1,to,to
6,1,10,4,2,IMAGINE,imagine
6,1,10,4,3,APPREHEND,apprehend
6,1,10,4,4,COMPREHEND,comprehend
6,1,10,4,5,ADHERE,adhere
6,1,10,4,6,CONCEIVE,conceive
6,1,10,4,7,INSTIL,instil
6,1,10,4,8,DISGUST,disgust
6,1,10,4,9,DISTURBANCE,disturbance
6,1,10,4,10,TRANQUILLITY,tranquillity
6,1,10,4,11,&c,&c
6,1,10,5,0,,
6,1,10,5,1,are,are
6,1,10,5,2,all,all
6,1,10,5,3,words,words
6,1,10,5,4,taken,taken
6,1,10,5,5,from,from
6,1,10,5,6,the,the
6,1,10,5,7,operations,operations
6,1,10,5,8,of,of
6,1,10,5,9,sensible,sensible
6,1,10,5,10,things,things
6,1,10,5,11,and,and
6,1,10,5,12,applied,applied
6,1,10,5,13,to,to
6,1,10,5,14,certain,certain
6,1,10,5,15,modes,modes
6,1,10,5,16,of,of
6,1,10,5,17,thinking,thinking
6,1,10,6,0,,
6,1,10,6,1,SPIRIT,spirit
6,1,10,6,2,in,in
6,1,10,6,3,its,its
6,1,10,6,4,primary,primary
6,1,10,6,5,signification,signification
6,1,10,6,6,is,is
6,1,10,6,7,breath,breath
6,1,10,7,0,,
6,1,10,7,1,ANGEL,angel
6,1,10,7,2,a,a
6,1,10,7,3,messenger,messenger
6,1,10,8,0,,
6,1,10,8,1,and,and
6,1,10,8,2,I,i
6,1,10,8,3,doubt,doubt
6,1,10,8,4,not,not
6,1,10,8,5,but,but
6,1,10,8,6,if,if
6,1,10,8,7,we,we
6,1,10,8,8,could,could
6,1,10,8,9,trace,trace
6,1,10,8,10,them,them
6,1,10,8,11,to,to
6,1,10,8,12,their,their
6,1,10,8,13,sources,sources
6,1,10,8,14,we,we
6,1,10,8,15,should,should
6,1,10,8,16,find,find
6,1,10,8,17,in,in
6,1,10,8,18,all,all
6,1,10,8,19,languages,languages
6,1,10,8,20,the,the
6,1,10,8,21,names,names
6,1,10,8,22,which,which
6,1,10,8,23,stand,stand
6,1,10,8,24,for,for
6,1,10,8,25,things,things
6,1,10,8,26,that,that
6,1,10,8,27,fall,fall
6,1,10,8,28,not,not
6,1,10,8,29,under,under
6,1,10,8,30,our,our
6,1,10,8,31,senses,senses
6,1,10,8,32,to,to
6,1,10,8,33,have,have
6,1,10,8,34,had,had
6,1,10,8,35,their,their
6,1,10,8,36,first,first
6,1,10,8,37,rise,rise
6,1,10,8,38,from,from
6,1,10,8,39,sensible,sensible
6,1,10,8,40,ideas,ideas
6,1,10,9,0,,
6,1,10,9,1,By,by
6,1,10,9,2,which,which
6,1,10,9,3,we,we
6,1,10,9,4,may,may
6,1,10,9,5,give,give
6,1,10,9,6,some,some
6,1,10,9,7,kind,kind
6,1,10,9,8,of,of
6,1,10,9,9,guess,guess
6,1,10,9,10,what,what
6,1,10,9,11,kind,kind
6,1,10,9,12,of,of
6,1,10,9,13,notions,notions
6,1,10,9,14,they,they
6,1,10,9,15,were,were
6,1,10,9,16,and,and
6,1,10,9,17,whence,whence
6,1,10,9,18,derived,derived
6,1,10,9,19,which,which
6,1,10,9,20,filled,filled
6,1,10,9,21,their,their
6,1,10,9,22,minds,minds
6,1,10,9,23,who,who
6,1,10,9,24,were,were
6,1,10,9,25,the,the
6,1,10,9,26,first,first
6,1,10,9,27,beginners,beginners
6,1,10,9,28,of,of
6,1,10,9,29,languages,languages
6,1,10,9,30,and,and
6,1,10,9,31,how,how
6,1,10,9,32,nature,nature
6,1,10,9,33,even,even
6,1,10,9,34,in,in
6,1,10,9,35,the,the
6,1,10,9,36,naming,naming
6,1,10,9,37,of,of
6,1,10,9,38,things,things
6,1,10,9,39,unawares,unawares
6,1,10,9,40,suggested,suggested
6,1,10,9,41,to,to
6,1,10,9,42,men,men
6,1,10,9,43,the,the
6,1,10,9,44,originals,originals
6,1,10,9,45,and,and
6,1,10,9,46,principles,principles
6,1,10,9,47,of,of
6,1,10,9,48,all,all
6,1,10,9,49,their,their
6,1,10,9,50,knowledge,knowledge
6,1,10,10,0,,
6,1,10,10,1,whilst,whilst
6,1,10,10,2,to,to
6,1,10,10,3,give,give
6,1,10,10,4,names,names
6,1,10,10,5,that,that
6,1,10,10,6,might,might
6,1,10,10,7,make,make
6,1,10,10,8,known,known
6,1,10,10,9,to,to
6,1,10,10,10,others,others
6,1,10,10,11,any,any
6,1,10,10,12,operations,operations
6,1,10,10,13,they,they
6,1,10,10,14,felt,felt
6,1,10,10,15,in,in
6,1,10,10,16,themselves,themselves
6,1,10,10,17,or,or
6,1,10,10,18,any,any
6,1,10,10,19,other,other
6,1,10,10,20,ideas,ideas
6,1,10,10,21,that,that
6,1,10,10,22,came,came
6,1,10,10,23,not,not
6,1,10,10,24,under,under
6,1,10,10,25,their,their
6,1,10,10,26,senses,senses
6,1,10,10,27,they,they
6,1,10,10,28,were,were
6,1,10,10,29,fain,fain
6,1,10,10,30,to,to
6,1,10,10,31,borrow,borrow
6,1,10,10,32,words,words
6,1,10,10,33,from,from
6,1,10,10,34,ordinary,ordinary
6,1,10,10,35,known,known
6,1,10,10,36,ideas,ideas
6,1,10,10,37,of,of
6,1,10,10,38,sensation,sensation
6,1,10,10,39,by,by
6,1,10,10,40,that,that
6,1,10,10,41,means,means
6,1,10,10,42,to,to
6,1,10,10,43,make,make
6,1,10,10,44,others,others
6,1,10,10,45,the,the
6,1,10,10,46,more,more
6,1,10,10,47,easily,easily
6,1,10,10,48,to,to
6,1,10,10,49,conceive,conceive
6,1,10,10,50,those,those
6,1,10,10,51,operations,operations
6,1,10,10,52,they,they
6,1,10,10,53,experimented,experimented
6,1,10,10,54,in,in
6,1,10,10,55,themselves,themselves
6,1,10,10,56,which,which
6,1,10,10,57,made,made
6,1,10,10,58,no,no
6,1,10,10,59,outward,outward
6,1,10,10,60,sensible,sensible
6,1,10,10,61,appearances,appearances
6,1,10,11,0,,
6,1,10,11,1,and,and
6,1,10,11,2,then,then
6,1,10,11,3,when,when
6,1,10,11,4,they,they
6,1,10,11,5,had,had
6,1,10,11,6,got,got
6,1,10,11,7,known,known
6,1,10,11,8,and,and
6,1,10,11,9,agreed,agreed
6,1,10,11,10,names,names
6,1,10,11,11,to,to
6,1,10,11,12,signify,signify
6,1,10,11,13,those,those
6,1,10,11,14,internal,internal
6,1,10,11,15,operations,operations
6,1,10,11,16,of,of
6,1,10,11,17,their,their
6,1,10,11,18,own,own
6,1,10,11,19,minds,minds
6,1,10,11,20,they,they
6,1,10,11,21,were,were
6,1,10,11,22,sufficiently,sufficiently
6,1,10,11,23,furnished,furnished
6,1,10,11,24,to,to
6,1,10,11,25,make,make
6,1,10,11,26,known,known
6,1,10,11,27,by,by
6,1,10,11,28,words,words
6,1,10,11,29,all,all
6,1,10,11,30,their,their
6,1,10,11,31,other,other
6,1,10,11,32,ideas,ideas
6,1,10,12,0,,
6,1,10,12,1,since,since
6,1,10,12,2,they,they
6,1,10,12,3,could,could
6,1,10,12,4,consist,consist
6,1,10,12,5,of,of
6,1,10,12,6,nothing,nothing
6,1,10,12,7,but,but
6,1,10,12,8,either,either
6,1,10,12,9,of,of
6,1,10,12,10,outward,outward
6,1,10,12,11,sensible,sensible
6,1,10,12,12,perceptions,perceptions
6,1,10,12,13,or,or
6,1,10,12,14,of,of
6,1,10,12,15,the,the
6,1,10,12,16,inward,inward
6,1,10,12,17,operations,operations
6,1,10,12,18,of,of
6,1,10,12,19,their,their
6,1,10,12,20,minds,minds
6,1,10,12,21,about,about
6,1,10,12,22,them,them
6,1,10,13,0,,
6,1,10,13,1,we,we
6,1,10,13,2,having,having
6,1,10,13,3,as,as
6,1,10,13,4,has,has
6,1,10,13,5,been,been
6,1,10,13,6,proved,proved
6,1,10,13,7,no,no
6,1,10,13,8,ideas,ideas
6,1,10,13,9,at,at
6,1,10,13,10,all,all
6,1,10,13,11,but,but
6,1,10,13,12,what,what
6,1,10,13,13,originally,originally
6,1,10,13,14,come,come
6,1,10,13,15,either,either
6,1,10,13,16,from,from
6,1,10,13,17,sensible,sensible
6,1,10,13,18,objects,objects
6,1,10,13,19,without,without
6,1,10,13,20,or,or
6,1,10,13,21,what,what
6,1,10,13,22,we,we
6,1,10,13,23,feel,feel
6,1,10,13,24,within,within
6,1,10,13,25,ourselves,ourselves
6,1,10,13,26,from,from
6,1,10,13,27,the,the
6,1,10,13,28,inward,inward
6,1,10,13,29,workings,workings
6,1,10,13,30,of,of
6,1,10,13,31,our,our
6,1,10,13,32,own,own
6,1,10,13,33,spirits,spirits
6,1,10,13,34,of,of
6,1,10,13,35,which,which
6,1,10,13,36,we,we
6,1,10,13,37,are,are
6,1,10,13,38,conscious,conscious
6,1,10,13,39,to,to
6,1,10,13,40,ourselves,ourselves
6,1,10,13,41,within,within
6,1,10,14,0,,
6,1,11,0,0,6,6
6,1,11,1,0,,
6,1,11,1,1,Distribution,distribution
6,1,11,1,2,of,of
6,1,11,1,3,subjects,subjects
6,1,11,1,4,to,to
6,1,11,1,5,be,be
6,1,11,1,6,treated,treated
6,1,11,1,7,of,of
6,1,11,2,0,,
6,1,12,0,0,But,but
6,1,12,0,1,to,to
6,1,12,0,2,understand,understand
6,1,12,0,3,better,better
6,1,12,0,4,the,the
6,1,12,0,5,use,use
6,1,12,0,6,and,and
6,1,12,0,7,force,force
6,1,12,0,8,of,of
6,1,12,0,9,Language,language
6,1,12,0,10,as,as
6,1,12,0,11,subservient,subservient
6,1,12,0,12,to,to
6,1,12,0,13,instruction,instruction
6,1,12,0,14,and,and
6,1,12,0,15,knowledge,knowledge
6,1,12,0,16,it,it
6,1,12,0,17,will,will
6,1,12,0,18,be,be
6,1,12,0,19,convenient,convenient
6,1,12,0,20,to,to
6,1,12,0,21,consider,consider
6,1,12,1,0,,
6,1,13,0,0,First,first
6,1,13,0,1,TO,to
6,1,13,0,2,WHAT,what
6,1,13,0,3,IT,it
6,1,13,0,4,IS,is
6,1,13,0,5,THAT,that
6,1,13,0,6,NAMES,names
6,1,13,0,7,IN,in
6,1,13,0,8,THE,the
6,1,13,0,9,USE,use
6,1,13,0,10,OF,of
6,1,13,0,11,LANGUAGE,language
6,1,13,0,12,ARE,are
6,1,13,0,13,IMMEDIATELY,immediately
6,1,13,0,14,APPLIED,applied
6,1,13,1,0,,
6,1,14,0,0,Secondly,secondly
6,1,14,0,1,Since,since
6,1,14,0,2,all,all
6,1,14,0,3,(except,(except
6,1,14,0,4,proper),proper)
6,1,14,0,5,names,names
6,1,14,0,6,are,are
6,1,14,0,7,general,general
6,1,14,0,8,and,and
6,1,14,0,9,so,so
6,1,14,0,10,stand,stand
6,1,14,0,11,not,not
6,1,14,0,12,particularly,particularly
6,1,14,0,13,for,for
6,1,14,0,14,this,this
6,1,14,0,15,or,or
6,1,14,0,16,that,that
6,1,14,0,17,single,single
6,1,14,0,18,thing,thing
6,1,14,0,19,but,but
6,1,14,0,20,for,for
6,1,14,0,21,sorts,sorts
6,1,14,0,22,and,and
6,1,14,0,23,ranks,ranks
6,1,14,0,24,of,of
6,1,14,0,25,things,things
6,1,14,0,26,it,it
6,1,14,0,27,will,will
6,1,14,0,28,be,be
6,1,14,0,29,necessary,necessary
6,1,14,0,30,to,to
6,1,14,0,31,consider,consider
6,1,14,0,32,in,in
6,1,14,0,33,the,the
6,1,14,0,34,next,next
6,1,14,0,35,place,place
6,1,14,0,36,what,what
6,1,14,0,37,the,the
6,1,14,0,38,sorts,sorts
6,1,14,0,39,and,and
6,1,14,0,40,kinds,kinds
6,1,14,0,41,or,or
6,1,14,0,42,if,if
6,1,14,0,43,you,you
6,1,14,0,44,rather,rather
